"compound"	"label"	"case"	"pos"	"head.word"	"head.pos"	"sentence"	"citat"	"text"	"cpdID"	"pos1"	"pos2"	"lemma1"	"lemma2"	"intLabel"	"cpdType"	"endoExo"	"lemma1id"	"lemma2id"	"occID1"	"occID2"	"time.slot"	"veda"	"sakha"	"group"	"register"
"sa-itihāsāḥ"	"conj"	"Nom"	"NOUN"	"kalpāḥ"	"NOUN"	"evam ime sarve vedā nirmitāḥ sakalpāḥ sarahasyāḥ sabrāhmaṇāḥ sopaniṣatkāḥ setihāsāḥ sānvākhyānāḥ sapurāṇāḥ sasvarāḥ sasaṃskārāḥ saniruktāḥ sānuśāsanāḥ sānumārjanāḥ savākovākyāḥ //"	"GB, 1, 2, 10, 11"	"Gopathabrāhmaṇa"	5693	"ADV"	"NOUN"	"sa"	"itihāsa"	"advmod"	"attrib"	"exo"	202954	63358	4920114	4920115	"4-PL"	"AV"	"Paippalāda"	"B"	"prose"
"sa-jihve"	"acl"	"Nom"	"NOUN"	"hanū"	"NOUN"	"hanū sajihve prastotuḥ śyenaṃ vakṣa udgātuḥ kaṇṭhaḥ kākudraḥ pratihartur dakṣiṇā śroṇir hotuḥ savyā brahmaṇo dakṣiṇaṃ sakthi maitrāvaruṇasya savyam brāhmaṇācchaṃsino dakṣiṇam pārśvaṃ sāṃsam adhvaryoḥ savyam upagātṝṇāṃ savyo'ṃsaḥ pratiprasthātur dakṣiṇaṃ dor neṣṭuḥ savyam potur dakṣiṇa ūrur achāvākasya savya āgnīdhrasya dakṣiṇo bāhur ātreyasya savyaḥ sadasyasya sadaṃ cānūkaṃ ca gṛhapater dakṣiṇau pādau gṛhapater vratapradasya savyau pādau gṛhapater bhāryāyai vratapradasyauṣṭha enayoḥ sādhāraṇo bhavati taṃ gṛhapatir eva praśiṃṣyāj jāghanīm patnībhyo haranti tām brāhmaṇāya dadyuḥ skandhyāś ca maṇikās tisraś ca kīkasā grāvastutas tisraś caiva kīkasā ardhaṃ ca vaikartasyonnetur ardhaṃ caiva vaikartasya klomā ca śamitus tad brāhmaṇāya dadyād yady abrāhmaṇaḥ syāc chiraḥ subrahmaṇyāyai yaḥ śvaḥsutyām prāha tasyājinam iﾱā sarveṣāṃ hotur vā //"	"AB, 7, 1, 2"	"Aitareyabrāhmaṇa"	4907	"ADV"	"NOUN"	"sa"	"jihvā"	"advmod"	"attrib"	"exo"	202954	89128	4924599	4924600	"4-PL"	"RV"	"Āśvalāyana"	"B"	"prose"
"sa-kalpāḥ"	"xcomp"	"Nom"	"NOUN"	"nirmitāḥ"	"VERB"	"evam ime sarve vedā nirmitāḥ sakalpāḥ sarahasyāḥ sabrāhmaṇāḥ sopaniṣatkāḥ setihāsāḥ sānvākhyānāḥ sapurāṇāḥ sasvarāḥ sasaṃskārāḥ saniruktāḥ sānuśāsanāḥ sānumārjanāḥ savākovākyāḥ //"	"GB, 1, 2, 10, 11"	"Gopathabrāhmaṇa"	5689	"ADV"	"NOUN"	"sa"	"kalpa"	"advmod"	"attrib"	"exo"	202954	12697	4920106	4920107	"4-PL"	"AV"	"Paippalāda"	"B"	"prose"
"sa-keśam"	"acl"	"Acc"	"NOUN"	"piṇḍam"	"NOUN"	"anuguptametaṃ sakeśaṃ gomayapiṇḍaṃ nidhāya goṣṭhe palvala udakānte vācāryāya varaṃ dadāti //"	"PārGS, 2, 1, 22"	"Pāraskaragṛhyasūtra"	696	"ADV"	"NOUN"	"sa"	"keśa"	"advmod"	"attrib"	"exo"	202954	4545	5211368	5211369	"5-SU"	"White YV"	"Mādhyandina"	"GS"	"prose"
"sa-keśāni"	"obj"	"Acc"	"NOUN"	"pracchidya"	"VERB"	"sakeśāni pracchidyānaḍuhe gomayapiṇḍe prāsyatyuttarato dhriyamāṇe //"	"PārGS, 2, 1, 12"	"Pāraskaragṛhyasūtra"	691	"ADV"	"NOUN"	"sa"	"keśa"	"advmod"	"attrib"	"exo"	202954	4545	5211290	5211291	"5-SU"	"White YV"	"Mādhyandina"	"GS"	"prose"
"sa-kṣīrān"	"obj"	"Acc"	"NOUN"	"opya"	"VERB"	"puṃnāmno vṛkṣasya sakṣīrānt sapalāśānt sakuśān opya //"	"ŚāṅkhGS, 1, 13, 6"	"Śāṅkhāyanagṛhyasūtra"	1547	"ADV"	"NOUN"	"sa"	"kṣīra"	"advmod"	"attrib"	"exo"	202954	135495	5021890	5021891	"5-SU"	"RV"	"Śāṅkhāyana"	"GS"	"prose"
"sa-kuśān"	"conj"	"Acc"	"NOUN"	"kṣīrān"	"NOUN"	"puṃnāmno vṛkṣasya sakṣīrānt sapalāśānt sakuśān opya //"	"ŚāṅkhGS, 1, 13, 6"	"Śāṅkhāyanagṛhyasūtra"	1549	"ADV"	"NOUN"	"sa"	"kuśa"	"advmod"	"attrib"	"exo"	202954	2962	5021819	5021820	"5-SU"	"RV"	"Śāṅkhāyana"	"GS"	"prose"
"sa-kuṣṭhikam"	"obl"	"Acc"	"NOUN"	"upasaṃgṛhṇīyāt"	"VERB"	"dakṣiṇena pāṇinā dakṣiṇaṃ pādam adhastād abhy adhimṛśya sakuṣṭhikam upasaṃgṛhṇīyāt //"	"ĀpDhS, 1, 5, 21"	"Āpastambadharmasūtra"	7541	"ADV"	"NOUN"	"sa"	"kuṣṭhikā"	"advmod"	"attrib"	"exo"	202954	3086	5396348	5396349	"5-SU"	"Black YV"	"Taittirīya"	"DhS"	"prose"
"sa-lokaḥ"	"xcomp"	"Nom"	"NOUN"	"bhavati"	"VERB"	"tena pitṛlokaṃ jayaty atha yadūrdhvaṃ nikhātād ā raśanāyai tena manuṣyalokaṃ jayatyatha yadūrdhvaṃ raśanāyā ā caṣālāttena devalokaṃ jayatyatha yadūrdhvaṃ caṣālāddvyaṅgulaṃ vā tryaṅgulaṃ vā sādhyā iti devāstena teṣāṃ lokaṃ jayati saloko vai sādhyairdevairbhavati ya evametadveda //"	"ŚBM, 3, 7, 1, 25"	"Śatapathabrāhmaṇa"	2475	"ADV"	"NOUN"	"sa"	"loka"	"advmod"	"attrib"	"exo"	202954	66869	5215120	5215121	"4-PL"	"White YV"	"Mādhyandina"	"B"	"prose"
"sa-lomam"	"obj"	"Acc"	"NOUN"	"vāpayet"	"VERB"	"salomaṃ vāpayet //"	"KhādGS, 2, 5, 2"	"Khādiragṛhyasūtra"	962	"ADV"	"NOUN"	"sa"	"loma"	"advmod"	"attrib"	"exo"	202954	67179	4996304	4996305	"5-SU"	"SV"	"Rāṇāyanīya"	"GS"	"prose"
"sa-mahāvrate"	"root"	"Loc"	"NOUN"			"samahāvrate nityam //"	"VaitS, 5, 1, 2"	"Vaitānasūtra"	7015	"ADV"	"NOUN"	"sa"	"mahāvrata"	"advmod"	"attrib"	"exo"	202954	77667	5256590	5256591	"5-SU"	"AV"	"Śaunaka"	"ŚS"	"prose"
"sa-māṃsāḥ"	"xcomp"	"Acc"	"NOUN"	"cikīrṣet"	"VERB"	"tāḥ sarvāḥ samāṃsāś cikīrṣet //"	"GobhGS, 3, 10, 5"	"Gobhilagṛhyasūtra"	429	"ADV"	"NOUN"	"sa"	"māṃsa"	"advmod"	"attrib"	"exo"	202954	78223	5183200	5183201	"5-SU"	"SV"	"Kauthuma"	"GS"	"prose"
"sa-medhena"	"acl"	"Ins"	"NOUN"	"paśunā"	"NOUN"	"tam asyām anvagacchan so 'nugato vrīhir abhavat tad yat paśau puroﾱāśam anunirvapanti samedhena naḥ paśuneṣṭam asat kevalena naḥ paśuneṣṭam asad iti //"	"AB, 2, 8, 7"	"Aitareyabrāhmaṇa"	4836	"ADV"	"NOUN"	"sa"	"medha"	"advmod"	"attrib"	"exo"	202954	72070	4683322	4683323	"3-PO"	"RV"	"Āśvalāyana"	"B"	"prose"
"sa-medhena"	"acl"	"Ins"	"NOUN"	"paśunā"	"NOUN"	"samedhena hāsya paśuneṣṭam bhavati kevalena hāsya paśuneṣṭam bhavati ya evaṃ veda //"	"AB, 2, 8, 8"	"Aitareyabrāhmaṇa"	4837	"ADV"	"NOUN"	"sa"	"medha"	"advmod"	"attrib"	"exo"	202954	72070	4683334	4683335	"3-PO"	"RV"	"Āśvalāyana"	"B"	"prose"
"sa-medhena"	"acl"	"Ins"	"NOUN"	"paśunā"	"NOUN"	"paśubhyo vai medhā udakrāmaṃs tau vrīhiś caiva yavaś ca bhūtāv ajāyetāṃ tad yat paśau puroﾱāśam anunirvapanti samedhena naḥ paśuneṣṭam asat kevalena naḥ paśuneṣṭam asad iti //"	"AB, 2, 11, 12"	"Aitareyabrāhmaṇa"	4845	"ADV"	"NOUN"	"sa"	"medha"	"advmod"	"attrib"	"exo"	202954	72070	4686907	4686908	"3-PO"	"RV"	"Āśvalāyana"	"B"	"prose"
"sa-medhena"	"acl"	"Ins"	"NOUN"	"paśunā"	"NOUN"	"samedhena hāsya paśuneṣṭam bhavati kevalena hāsya paśuneṣṭam bhavati ya evaṃ veda //"	"AB, 2, 11, 13"	"Aitareyabrāhmaṇa"	4846	"ADV"	"NOUN"	"sa"	"medha"	"advmod"	"attrib"	"exo"	202954	72070	4686919	4686920	"3-PO"	"RV"	"Āśvalāyana"	"B"	"prose"
"sa-mithunām"	"acl"	"Acc"	"NOUN"	"enām"	"PRON"	"paśavo vā iḍā tadenām parokṣam upahvayate saharṣabhā iti samithunāmevaināmetadupahvayate //"	"ŚBM, 1, 8, 1, 20"	"Śatapathabrāhmaṇa"	2438	"ADV"	"NOUN"	"sa"	"mithuna"	"advmod"	"attrib"	"exo"	202954	135873	4940332	4940333	"4-PL"	"White YV"	"Mādhyandina"	"B"	"prose"
"sa-mṛdā"	"acl"	"Ins"	"NOUN"	"udakena"	"NOUN"	"idaṃ brahma punīmaha iti pavitraṃ gṛhītvā brahma punātvityaṅgulyāṃ nikṣipya śatadhāramiti jalaṃ gṛhītvā payasvatīroṣadhaya ityācamya bhūragnaya ityupasthānamādityasya citpatiriti tribhir anāmikopāntābhyāṃ samṛdodakena triḥ pradakṣiṇam āvartya śiro mārṣṭi //"	"VaikhGṛS, 1, 3, 3"	"Vaikhānasagṛhyasūtra"	531	"ADV"	"NOUN"	"sa"	"mṛd"	"advmod"	"attrib"	"exo"	202954	137099	5442447	5442448	"5-SU"	"Black YV"	"Taittirīya"	"GS"	"prose"
"sa-mṛdā"	"acl"	"Ins"	"NOUN"	"udakena"	"NOUN"	"śuṣke tayaiva gṛhṇīyādidamāpaḥ pravahatetyabhigamya hiraṇyaśṛṅgamiti jalaṃ praṇamya samṛdodakenāpaḥ punātvityabhyukṣyedamāpaḥ śivā ity apo vigāhya susnāti //"	"VaikhGṛS, 1, 3, 2"	"Vaikhānasagṛhyasūtra"	529	"ADV"	"NOUN"	"sa"	"mṛd"	"advmod"	"attrib"	"exo"	202954	137099	5442468	5442469	"5-SU"	"Black YV"	"Taittirīya"	"GS"	"prose"
"sa-mukham"	"acl"	"Acc"	"NOUN"	"śiraḥ"	"NOUN"	"triḥ kṣureṇa śiraḥ pradakṣiṇaṃ pariharati samukhaṃ keśānte //"	"PārGS, 2, 1, 17"	"Pāraskaragṛhyasūtra"	694	"ADV"	"NOUN"	"sa"	"mukha"	"advmod"	"attrib"	"exo"	202954	136827	5211335	5211336	"5-SU"	"White YV"	"Mādhyandina"	"GS"	"prose"
"sa-mūlam"	"acl"	"Acc"	"NOUN"	"barhiḥ"	"NOUN"	"tasyaiva māṃsasya prakalpya dakṣiṇāpravaṇe 'gnim upasamādhāya pariśrityottarataḥ pariśritasya dvāraṃ kṛtvā samūlaṃ barhis trir apasalair avidhūnvan paristīrya havīṃṣyāsādayed odanaṃ kṛsaraṃ pāyasaṃ dadhimanthān madhumanthāṃś ca //"	"ĀśvGS, 2, 5, 2"	"Āśvalāyanagṛhyasūtra"	1320	"ADV"	"NOUN"	"sa"	"mūla"	"advmod"	"attrib"	"exo"	202954	137542	5008140	5008141	"5-SU"	"RV"	"Āśvalāyana"	"GS"	"prose"
"sa-mūlān"	"acl"	"Acc"	"NOUN"	"kṣīriṇaḥ"	"ADJ"	"kaṇṭakikṣīriṇas tu samūlān parikhāya udvāsayet //"	"ĀśvGS, 2, 7, 5"	"Āśvalāyanagṛhyasūtra"	1339	"ADV"	"NOUN"	"sa"	"mūla"	"advmod"	"attrib"	"exo"	202954	137542	5008632	5008633	"5-SU"	"RV"	"Āśvalāyana"	"GS"	"prose"
"sa-mūlaḥ"	"acl"	"Nom"	"NOUN"	"yaḥ"	"PRON"	"yas te keśo 'vapadyate samūlo yaś ca vṛścate /"	"AVŚ, 6, 136, 3"	"Atharvaveda (Śaunaka)"	4430	"ADV"	"NOUN"	"sa"	"mūla"	"advmod"	"attrib"	"exo"	202954	137542	4777232	4777233	"2-MA"	"AV"	"Śaunaka"	"S"	"metrical"
"sa-mūlam"	"conj"	"Nom"	"NOUN"	"navam"	"ADJ"	"navaṃ navāvasānaṃ samaṃ samūlaṃ samavasrāvaṃ samavasrutya vā yasmāt prāgudīcīr āpo nirdraveyuḥ pratyagudīcīr vā tasmin prāgdvāraṃ dakṣiṇadvāraṃ vā śaraṇaṃ kārayet //"	"KāṭhGS, 11, 1"	"Kāṭhakagṛhyasūtra"	1844	"ADV"	"NOUN"	"sa"	"mūla"	"advmod"	"attrib"	"exo"	202954	137542	5359300	5359301	"5-SU"	"Black YV"	"Kaṭha"	"GS"	"prose"
"sa-niruktāḥ"	"conj"	"Nom"	"NOUN"	"kalpāḥ"	"NOUN"	"evam ime sarve vedā nirmitāḥ sakalpāḥ sarahasyāḥ sabrāhmaṇāḥ sopaniṣatkāḥ setihāsāḥ sānvākhyānāḥ sapurāṇāḥ sasvarāḥ sasaṃskārāḥ saniruktāḥ sānuśāsanāḥ sānumārjanāḥ savākovākyāḥ //"	"GB, 1, 2, 10, 11"	"Gopathabrāhmaṇa"	5698	"ADV"	"NOUN"	"sa"	"nirukta"	"advmod"	"attrib"	"exo"	202954	27659	4920124	4920125	"4-PL"	"AV"	"Paippalāda"	"B"	"prose"
"sa-palāśayā"	"acl"	"Ins"	"NOUN"	"śākhayā"	"NOUN"	"uttarato 'gneḥ śāmitrasya āyatanaṃ kṛtvā pāyayitvā paśum āplāvya purastāt pratyaṅmukham avasthāpyāgniṃ dūtam iti dvābhyāṃ hutvā sapalāśayārdraśākhayā paścād upaspṛśed amuṣmai tvā juṣṭam upākaromīti //"	"ĀśvGS, 1, 11, 2"	"Āśvalāyanagṛhyasūtra"	1245	"ADV"	"NOUN"	"sa"	"palāśa"	"advmod"	"attrib"	"exo"	202954	92498	5000893	5000894	"5-SU"	"RV"	"Āśvalāyana"	"GS"	"prose"
"sa-palāśayā"	"acl"	"Ins"	"NOUN"	"śākhayā"	"NOUN"	"vāksarvaṃ mano jyotirmāno bhadra iti japitvā vādayedindreṇatayeṣīkayā vetasaśākhayā ca sapalāśayā //"	"DrāhŚS, 11, 1, 7"	"Drāhyāyaṇaśrautasūtra"	7856	"ADV"	"NOUN"	"sa"	"palāśa"	"advmod"	"attrib"	"exo"	202954	92498	5444809	5444810	"5-SU"	"SV"	"Rāṇāyanīya"	"ŚS"	"prose"
"sa-palāśayā"	"acl"	"Ins"	"NOUN"	"śākhayā"	"NOUN"	"triḥśyetayā śalalyā śamīśākhayā sapalāśayā vā sīmantaṃ vicinoti yās te rāka iti //"	"KāṭhGS, 31, 3"	"Kāṭhakagṛhyasūtra"	1863	"ADV"	"NOUN"	"sa"	"palāśa"	"advmod"	"attrib"	"exo"	202954	92498	5230023	5230024	"5-SU"	"Black YV"	"Kaṭha"	"GS"	"prose"
"sa-palāśān"	"conj"	"Acc"	"NOUN"	"kṣīrān"	"NOUN"	"puṃnāmno vṛkṣasya sakṣīrānt sapalāśānt sakuśān opya //"	"ŚāṅkhGS, 1, 13, 6"	"Śāṅkhāyanagṛhyasūtra"	1548	"ADV"	"NOUN"	"sa"	"palāśa"	"advmod"	"attrib"	"exo"	202954	92498	5021892	5021893	"5-SU"	"RV"	"Śāṅkhāyana"	"GS"	"prose"
"sa-pāṇyā"	"acl"	"Ins"	"NOUN"	"raśanayā"	"NOUN"	"devasya tveti triguṇāṃ raśanām ādāyedaṃ viṣṇur vicakrama iti sapāṇyā raśanayā yūpaṃ trir unmārṣṭi //"	"VaikhŚS, 10, 9, 6"	"Vaikhānasaśrautasūtra"	7776	"ADV"	"NOUN"	"sa"	"pāṇi"	"advmod"	"attrib"	"exo"	202954	93275	5425928	5425929	"5-SU"	"Black YV"	"Taittirīya"	"ŚS"	"prose"
"sa-paraśum"	"acl"	"Acc"	"NOUN"	"takṣāṇam"	"NOUN"	"hvayanti takṣāṇaṃ saparaśum //"	"BaudhŚS, 4, 1, 6"	"Baudhāyanaśrautasūtra"	5336	"ADV"	"NOUN"	"sa"	"paraśu"	"advmod"	"attrib"	"exo"	202954	18669	5206274	5206275	"5-SU"	"Black YV"	"Taittirīya"	"ŚS"	"prose"
"sa-paribṛṃhaṇaḥ"	"conj"	"Nom"	"NOUN"	"adhigataḥ"	"VERB"	"dharmeṇādhigato yeṣāṃ vedaḥ saparibṛṃhaṇaḥ /"	"BaudhDhSū, 1, 1, 6"	"Baudhāyanadharmasūtra"	2568	"ADV"	"NOUN"	"sa"	"paribṛṃhaṇa"	"advmod"	"attrib"	"exo"	202954	19302	2880890	2880891	"5-SU"	"Black YV"	"Taittirīya"	"DhS"	"prose"
"sa-pautram"	"conj"	"Acc"	"NOUN"	"dhruvam"	"ADJ"	"yas tvā dhruvam acyutaṃ saputraṃ sapautraṃ brahma veda dhruvā asmin putrāḥ pautrā bhavanti /"	"HirGS, 1, 22, 14"	"Hiraṇyakeśigṛhyasūtra"	845	"ADV"	"NOUN"	"sa"	"pautra"	"advmod"	"attrib"	"exo"	202954	168221	2773166	2773167	"5-SU"	"Black YV"	"Taittirīya"	"GS"	"prose"
"sa-pavitrau"	"obj"	"Acc"	"NOUN"	"pratipadyate"	"VERB"	"dakṣiṇottarau pāṇī pādau kṛtvā sapavitrāv om iti pratipadyata etad vai yajus trayīṃ vidyāṃ praty eṣā vāg etat paramam akṣaram //"	"TĀ, 2, 11, 4"	"Taittirīyāraṇyaka"	7272	"ADV"	"NOUN"	"sa"	"pavitra"	"advmod"	"attrib"	"exo"	202954	92634	5284141	5284142	"4-PL"	"Black YV"	"Taittirīya"	"Ā"	"prose"
"sa-phenābhiḥ"	"conj"	"Ins"	"NOUN"	"upaspṛśet"	"VERB"	"na saphenābhiḥ //"	"GobhGS, 1, 2, 23"	"Gobhilagṛhyasūtra"	294	"ADV"	"NOUN"	"sa"	"phena"	"advmod"	"attrib"	"exo"	202954	154165	5177354	5177355	"5-SU"	"SV"	"Kauthuma"	"GS"	"prose"
"sa-pītibhiḥ"	"acl"	"Ins"	"NOUN"	"somebhiḥ"	"NOUN"	"saro na prāsy udaraṃ sapītibhir ā somebhir uru sphiram //"	"ṚV, 8, 1, 23"	"Ṛgveda"	3617	"ADV"	"NOUN"	"sa"	"pīti"	"advmod"	"attrib"	"exo"	202954	144299	4705287	4705288	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"sa-pitṛyajñaḥ"	"root"	"Nom"	"NOUN"			"tad yad agnau juhoti sa devayajño yad baliṃ karoti sa bhūtayajño yat pitṛbhyo dadāti sa pitṛyajño yat svādhyāyam adhīte sa brahmayajño yan manuṣyebhyo dadāti sa manuṣyayajña iti //"	"ĀśvGS, 3, 1, 3"	"Āśvalāyanagṛhyasūtra"	1364	"ADV"	"NOUN"	"sa"	"pitṛyajña"	"advmod"	"attrib"	"exo"	202954	94973	5009853	5009854	"5-SU"	"RV"	"Āśvalāyana"	"GS"	"prose"
"sa-pradoṣam"	"acl"	"Acc"	"NOUN"	"ahar"	"NOUN"	"upavyuṣaṃ yāvatā vā kṛṣṇāṃ rohiṇīm iti śamyāprāsād vijānīyād etasmin kāle vidyotamāne sapradoṣam ahar anadhyāyaḥ //"	"ĀpDhS, 1, 9, 22"	"Āpastambadharmasūtra"	7619	"ADV"	"NOUN"	"sa"	"pradoṣa"	"advmod"	"attrib"	"exo"	202954	140858	5398604	5398605	"5-SU"	"Black YV"	"Taittirīya"	"DhS"	"prose"
"sa-pradoṣam"	"acl"	"Acc"	"NOUN"	"ahar"	"NOUN"	"pretasaṃkﾱptaṃ cānnaṃ bhuktvā sapradoṣam ahar anadhyāyaḥ //"	"ĀpDhS, 1, 10, 28"	"Āpastambadharmasūtra"	7641	"ADV"	"NOUN"	"sa"	"pradoṣa"	"advmod"	"attrib"	"exo"	202954	140858	5398914	5398915	"5-SU"	"Black YV"	"Taittirīya"	"DhS"	"prose"
"sa-prāṇam"	"acl"	"Acc"	"NOUN"	"enam"	"PRON"	"saprāṇam evainam abhicarati /"	"TB, 2, 2, 1, 7"	"Taittirīyabrāhmaṇa"	6884	"ADV"	"NOUN"	"sa"	"prāṇa"	"advmod"	"attrib"	"exo"	202954	156090	5342574	5342575	"3-PO"	"Black YV"	"Taittirīya"	"B"	"prose"
"sa-prasthe"	"xcomp"	"Acc"	"ADJ"	"akaḥ"	"VERB"	"sve vāvāsmā etad devate saprasthe akaḥ //"	"MS, 1, 9, 5, 41"	"Maitrāyaṇīsaṃhitā"	5486	"ADV"	"NOUN"	"sa"	"prastha"	"advmod"	"attrib"	"exo"	202954	155776	5056482	5056483	"3-PO"	"Black YV"	"Maitrāyaṇa"	"S"	"prose"
"sa-purāṇāḥ"	"conj"	"Nom"	"NOUN"	"kalpāḥ"	"NOUN"	"evam ime sarve vedā nirmitāḥ sakalpāḥ sarahasyāḥ sabrāhmaṇāḥ sopaniṣatkāḥ setihāsāḥ sānvākhyānāḥ sapurāṇāḥ sasvarāḥ sasaṃskārāḥ saniruktāḥ sānuśāsanāḥ sānumārjanāḥ savākovākyāḥ //"	"GB, 1, 2, 10, 11"	"Gopathabrāhmaṇa"	5695	"ADV"	"NOUN"	"sa"	"purāṇa"	"advmod"	"attrib"	"exo"	202954	144568	4920118	4920119	"4-PL"	"AV"	"Paippalāda"	"B"	"prose"
"sa-puruṣam"	"root"	"Nom"	"NOUN"			"sapuruṣam aśvamedhavad dakṣiṇā //"	"KātyŚS, 21, 1, 14"	"Kātyāyanaśrautasūtra"	6372	"ADV"	"NOUN"	"sa"	"puruṣa"	"advmod"	"attrib"	"exo"	202954	144647	5417506	5417507	"5-SU"	"White YV"	"Mādhyandina"	"ŚS"	"prose"
"sa-putram"	"conj"	"Acc"	"NOUN"	"dhruvam"	"ADJ"	"yas tvā dhruvam acyutaṃ saputraṃ sapautraṃ brahma veda dhruvā asmin putrāḥ pautrā bhavanti /"	"HirGS, 1, 22, 14"	"Hiraṇyakeśigṛhyasūtra"	844	"ADV"	"NOUN"	"sa"	"putra"	"advmod"	"attrib"	"exo"	202954	144475	3150832	3150833	"5-SU"	"Black YV"	"Taittirīya"	"GS"	"prose"
"sa-rahasyāḥ"	"conj"	"Nom"	"NOUN"	"kalpāḥ"	"NOUN"	"evam ime sarve vedā nirmitāḥ sakalpāḥ sarahasyāḥ sabrāhmaṇāḥ sopaniṣatkāḥ setihāsāḥ sānvākhyānāḥ sapurāṇāḥ sasvarāḥ sasaṃskārāḥ saniruktāḥ sānuśāsanāḥ sānumārjanāḥ savākovākyāḥ //"	"GB, 1, 2, 10, 11"	"Gopathabrāhmaṇa"	5690	"ADV"	"NOUN"	"sa"	"rahasya"	"advmod"	"attrib"	"exo"	202954	69870	4920108	4920109	"4-PL"	"AV"	"Paippalāda"	"B"	"prose"
"sa-raśanena"	"acl"	"Ins"	"NOUN"	"pāṇinā"	"NOUN"	"devasya tvā savituḥ prasava iti raśanām ādāya viṣṇoḥ karmāṇi paśyateti saraśanena pāṇinā yūpam unmārṣṭi //"	"ĀpŚS, 7, 11, 3"	"Āpastambaśrautasūtra"	5899	"ADV"	"NOUN"	"sa"	"raśanā"	"advmod"	"attrib"	"exo"	202954	69532	5197179	5197180	"5-SU"	"Black YV"	"Taittirīya"	"ŚS"	"prose"
"sa-raśanena"	"acl"	"Ins"	"NOUN"	"pāṇinā"	"NOUN"	"unnambhaya pṛthivīm ity apo 'nupariṣicya idaṃ viṣṇur vicakrama iti saraśanena pāṇinā yūpam unmārṣṭi //"	"BhārŚS, 7, 8, 15"	"Bhāradvājaśrautasūtra"	7159	"ADV"	"NOUN"	"sa"	"raśanā"	"advmod"	"attrib"	"exo"	202954	69532	5242953	5242954	"5-SU"	"Black YV"	"Taittirīya"	"ŚS"	"prose"
"sa-ratham"	"acl"	"Acc"	"NOUN"	"tvam"	"PRON"	"tvaṃ sindho kubhayā gomatīṃ krumum mehatnvā sarathaṃ yābhir īyase //"	"ṚV, 10, 75, 6"	"Ṛgveda"	3985	"ADV"	"NOUN"	"sa"	"ratha"	"advmod"	"attrib"	"exo"	202954	66339	4325273	4325274	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"sa-ratham"	"advmod"	"Acc"	"NOUN"	"dadhānāḥ"	"VERB"	"ye satyāso havirado haviṣpā indreṇa devaiḥ sarathaṃ dadhānāḥ /"	"ṚV, 10, 15, 10"	"Ṛgveda"	3828	"ADV"	"NOUN"	"sa"	"ratha"	"advmod"	"attrib"	"exo"	202954	66339	4301015	4301016	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"sa-ratham"	"advmod"	"Acc"	"NOUN"	"yāsi"	"VERB"	"uta sma rāśim pari yāsi gonām indreṇa soma saratham punānaḥ /"	"ṚV, 9, 87, 9"	"Ṛgveda"	3739	"ADV"	"NOUN"	"sa"	"ratha"	"advmod"	"attrib"	"exo"	202954	66339	4683164	4683165	"1-RV"	"RV"	"Śākala"	"S"	"metrical"
"sa-ratham"	"case"	"Acc"	"NOUN"	"tvayā"	"PRON"	"tvayā manyo saratham ārujanto harṣamāṇā hṛṣitāso marutvan /"	"AVŚ, 4, 31, 1"	"Atharvaveda (Śaunaka)"	4344	"ADV"	"NOUN"	"sa"	"ratha"	"advmod"	"attrib"	"exo"	202954	66339	4522080	4522081	"2-MA"	"AV"	"Śaunaka"	"S"	"metrical"
"sa-ratham"	"acl"	"Acc"	"NOUN"	"yā"	"PRON"	"sarasvati yā sarathaṃ yayātha svadhābhir devi pitṛbhir madantī /"	"ṚV, 10, 17, 8"	"Ṛgveda"	3846	"ADV"	"NOUN"	"sa"	"ratha"	"amod"	"attrib"	"exo"	202954	66339	4301492	4301493	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"sa-rātayaḥ"	"acl"	"Nom"	"NOUN"	"vaiśvāmitrāḥ"	"NOUN"	"te samyañco vaiśvāmitrāḥ sarve sākaṃ sarātayaḥ devarātāya tasthire dhṛtyai śraiṣṭhyāya gāthināḥ //"	"AB, 7, 18, 8"	"Aitareyabrāhmaṇa"	4987	"ADV"	"NOUN"	"sa"	"rāti"	"advmod"	"attrib"	"exo"	202954	69929	4933619	4933620	"4-PL"	"RV"	"Āśvalāyana"	"B"	"prose"
"sa-retasam"	"xcomp"	"Acc"	"NOUN"	"kṛtvā"	"VERB"	"reto vā āpaḥ saretasam evainaṃ tat kṛtvā dīkṣayanti //"	"AB, 1, 3, 3"	"Aitareyabrāhmaṇa"	4622	"ADV"	"NOUN"	"sa"	"retas"	"advmod"	"attrib"	"exo"	202954	79717	4610523	4610524	"3-PO"	"RV"	"Āśvalāyana"	"B"	"prose"
"sa-rūpam"	"conj"	"Acc"	"NOUN"	"tanum"	"NOUN"	"prathaś ca yasya saprathaś ca nāmeti gharmatanvaḥ satanum evainaṃ tat sarūpaṃ karoti //"	"AB, 1, 21, 2"	"Aitareyabrāhmaṇa"	4737	"ADV"	"NOUN"	"sa"	"rūpa"	"advmod"	"attrib"	"exo"	202954	71929	4626153	4626154	"3-PO"	"RV"	"Āśvalāyana"	"B"	"prose"
